name,source_id,ref_dmin_pc,our_dmin_pc,ref_lo_pc,ref_hi_pc,our_lo_pc,our_hi_pc,d_ratio,ref_tmin_kyr,our_tmin_kyr,mc_censored,grade,sys_dmin_pc,window_limited,catalog
HD 40729,2997159987402374656,8.5194,8.4674,8.3266,8.7109,8.42091,8.51848,0.994,-1835.3,-1830.2,0.0,A,0.039,False,BJ2018
TYC 5369-121-1,3001761409209387520,6.9918,7.1514,6.8547,7.1271,7.08986,7.22337,1.023,-1458.3,-1483.3,0.0,A,0.01339,False,BJ2018
2MASS J06042770-0958092,3005130965667237632,6.9454,6.7461,6.6395,7.2782,6.64741,6.82211,0.971,-1023.8,-992.6,0.0,A,0.00841,False,BJ2018
TYC 5353-130-1,3005361450791929856,7.0307,7.2451,6.636,7.4417,7.19207,7.29648,1.031,-2542.3,-2543.9,0.0,A,0.23202,False,BJ2018
TYC 5353-124-1,3005432021398373376,7.9866,7.902,7.8601,8.1247,7.87808,7.92941,0.989,-1094.2,-1090.2,0.0,A,0.00203,False,BJ2018
2MASS J06202744-0902284,3006242498907586048,6.9766,6.6524,6.626,7.3435,6.48729,6.86009,0.954,-2570.7,-2427.0,0.0,A,0.02135,False,BJ2018
HIP 30949,3007203682525892096,6.3936,6.3283,6.3566,6.4307,6.31374,6.3414,0.99,-312.8,-310.4,0.0,A,0.00014,False,BJ2018
2MASS J06200019-0656011,3007538204640292480,1.0786,1.1946,0.4341,1.7878,1.08992,1.28588,1.108,-4137.4,-4270.0,0.0,A,0.48064,False,BJ2018
TYC 4795-504-1,3007669738016378880,7.7352,7.5683,7.6515,7.8192,7.54104,7.59355,0.978,-835.3,-827.1,0.0,A,0.00498,False,BJ2018
AF Lep,3009908378049913216,8.2343,8.0374,7.9437,8.5633,7.9248,8.17002,0.976,-1153.0,-1128.6,0.0,A,0.00117,False,BJ2018
2MASS J05392816-1001235,3010580385812933504,6.747,6.0791,6.164,7.366,5.91085,6.25182,0.901,-3895.0,-3729.7,0.0,A,0.19698,False,BJ2018
TYC 5352-12-1,3011300772087313920,6.754,7.0991,6.4567,7.0429,7.05301,7.15008,1.051,-3460.2,-3428.3,0.0,A,0.37381,False,BJ2018
TYC 5346-370-1,3012028167748284800,2.5724,2.372,2.4325,2.7233,2.35883,2.38703,0.922,-1242.9,-1233.8,0.0,A,0.019,False,BJ2018
2MASS J05250121-0819077,3014940705331946496,2.8276,3.0211,1.6526,4.0969,2.88961,3.1879,1.068,-3844.7,-3611.7,0.0,B,0.49212,False,BJ2018
2MASS J05592656-0753030,3017913677396334976,8.4376,8.4123,8.0449,8.8436,8.30718,8.51726,0.997,-3550.0,-3588.1,0.0,B,0.41981,False,BJ2018
2MASS J05530150-0759503,3018608946703318016,7.4343,7.7454,6.7762,8.2079,7.61456,7.95343,1.042,-4576.0,-4481.6,0.0,A,0.37336,False,BJ2018
2MASS J05535207-0723578,3018668354690934272,6.9793,7.5496,6.0212,8.4252,7.23868,7.87913,1.082,-1726.1,-1822.2,0.0,B,0.04884,False,BJ2018
HD 39686,3018965776882444416,7.9171,7.9564,7.7446,8.093,7.90638,7.99903,1.005,-2251.1,-2247.0,0.0,A,0.05864,False,BJ2018
2MASS J06095412-0515443,3020184375066826496,7.3255,5.8573,6.9898,7.7143,5.68653,6.02611,0.8,-2696.8,-2678.3,0.0,B,0.02262,False,BJ2018
TYC 4792-1743-1,3020664110031518848,4.0646,4.2968,3.9079,4.2254,4.26039,4.33735,1.057,-1554.9,-1576.8,0.0,A,0.03152,False,BJ2018
TYC 4777-1756-1,3022524071386734464,5.5812,5.4858,5.3934,5.7737,5.44634,5.51916,0.983,-2576.2,-2578.3,0.0,A,0.08401,False,BJ2018
GJ 3376,3022685626580347392,4.0567,4.0389,4.0415,4.0734,4.03401,4.04411,0.996,-160.0,-159.5,0.0,A,2e-05,False,BJ2018
HD 294403,3023613133358414720,4.5893,4.639,4.4201,4.7592,4.60652,4.66515,1.011,-1838.7,-1856.5,0.0,A,0.02485,False,BJ2018
GJ 1085,3023711269067191296,7.2743,7.2768,7.2169,7.3346,7.2554,7.3012,1.0,-364.3,-365.0,0.0,A,8e-05,False,BJ2018
2MASS J05495372-0316483,3024038335120778752,7.6445,7.6764,7.2709,8.0402,7.5158,7.84124,1.004,-3568.1,-3653.4,0.0,A,0.10056,False,BJ2018
TYC 4786-1656-1,3025050744811941504,4.077,3.6997,3.4735,4.7052,3.58514,3.80713,0.907,-4346.5,-4284.7,0.0,A,0.41064,False,BJ2018
2MASS J07345724-1522225,3029820945954626176,9.4009,9.5815,9.0471,9.7799,9.5015,9.659,1.019,-1219.5,-1228.1,0.0,A,0.00694,False,BJ2018
2MASS J07253455-1406081,3031944102907995776,3.9176,3.5168,3.7482,4.0932,3.4551,3.56998,0.898,-2436.4,-2515.0,0.0,B,0.01299,False,BJ2018
2MASS J07224983-1357462,3031985815631056000,1.9482,1.9413,1.7598,2.1561,1.918,1.97043,0.996,-2482.7,-2444.6,0.0,A,0.0132,False,BJ2018
2MASS J07161201-1441419,3032216369473132416,6.0247,5.1669,5.398,6.6759,5.02793,5.28764,0.858,-4190.2,-4076.5,0.0,A,0.23669,False,BJ2018
TYC 5406-1504-1,3032483585156427008,6.5348,6.9324,6.2243,6.8444,6.8378,7.03396,1.061,-2952.1,-2965.9,0.0,A,0.01875,False,BJ2018
TYC 5407-2569-1,3032628067860593408,8.7407,8.6443,8.549,8.9453,8.61224,8.67545,0.989,-1125.2,-1119.2,0.0,A,0.00495,False,BJ2018
HD 63539,3037417712303328256,5.3597,5.4299,5.2838,5.4353,5.41302,5.44609,1.013,-238.3,-238.9,0.0,A,0.00022,False,BJ2018
HD 62128,3039938583230568960,6.5854,6.6173,6.5343,6.6409,6.59758,6.6357,1.005,-480.4,-481.6,0.0,A,0.0005,False,BJ2018
TYC 5414-974-1,3040095779032581120,5.2192,5.2733,4.9922,5.4581,5.19113,5.3528,1.01,-2463.5,-2442.9,0.0,B,0.03993,False,BJ2018
2MASS J07362378-0919185,3041488546725638784,7.0737,7.1414,5.9882,8.5473,6.99819,7.29172,1.01,-2368.9,-2392.6,0.0,A,0.01751,False,BJ2018
HD 53241,3045611135517363456,3.6568,3.6704,3.5143,3.8066,3.31519,4.00094,1.004,-513.0,-528.1,0.0,B,0.00047,False,BJ2018
HIP 33762,3045883195920819712,8.8073,8.8301,8.6078,9.0096,8.79086,8.87109,1.003,-620.0,-622.1,0.0,A,0.00054,False,BJ2018
TYC 5384-682-1,3049279960999224832,4.969,5.282,4.492,5.453,5.20519,5.3755,1.063,-4105.4,-4118.6,0.0,A,0.2464,False,BJ2018
2MASS J07040142-0919154,3049765640200964864,9.032,8.772,8.5261,9.5795,8.68933,8.85327,0.971,-1650.4,-1598.0,0.0,A,0.01314,False,BJ2018
2MASS J07220811-0718375,3054877510278772480,7.9457,8.3647,7.394,8.5398,8.17359,8.59308,1.053,-3435.1,-3546.0,0.0,A,0.12712,False,BJ2018
2MASS J07265770-0442394,3058754800593499520,8.9003,8.9674,8.6371,9.1715,8.82871,9.09409,1.008,-1021.4,-1021.2,0.0,A,0.00639,False,BJ2018
G 112-24,3060332221821297408,9.1936,9.2586,9.1366,9.2505,9.2186,9.28991,1.007,-447.3,-448.7,0.0,A,0.00057,False,BJ2018
HD 69965,3065896266049916672,8.0103,7.9607,7.9427,8.0817,7.92892,7.99442,0.994,-1085.4,-1081.7,0.0,A,0.00248,False,BJ2018
1 Hya,3066710282611675776,7.2145,7.3195,6.6246,7.9181,7.0066,7.6894,1.015,-250.8,-251.4,0.0,A,0.00045,False,BJ2018
HD 68814,3069302518712844672,1.5011,1.5619,1.4118,1.5878,1.54851,1.57764,1.041,-2216.0,-2241.9,0.0,A,0.05789,False,BJ2018
2MASS J08020015+0135346,3084899881429047552,11.6058,10.3176,10.6265,12.6385,9.90972,10.72206,0.889,-4294.3,-4236.2,0.0,B,0.26848,False,BJ2018
2MASS J07483136+0314240,3089210138809304576,8.5892,8.7621,7.9868,9.1803,8.4827,9.00428,1.02,-3720.9,-3766.3,0.0,A,0.0918,False,BJ2018
2MASS J07533660+0425350,3089445193778753792,8.4817,8.5258,8.2007,8.7747,8.42423,8.61881,1.005,-1966.4,-1997.7,0.0,A,0.10049,False,BJ2018
GJ 2066,3089711447388931584,2.2644,2.2594,2.2269,2.3053,2.25322,2.26371,0.998,-133.1,-132.4,0.0,A,4e-05,False,BJ2018
2MASS J08272103+0313168,3091837726782149504,8.2391,8.3936,7.9268,8.5672,8.25975,8.53794,1.019,-3203.5,-3253.2,0.0,A,0.04628,False,BJ2018
PM J08293+0355,3091982587439255168,7.69,7.6402,7.5267,7.8528,7.58264,7.68813,0.994,-672.2,-667.0,0.0,A,0.00312,False,BJ2018
PM J08202+0532,3093380483331664896,7.3694,7.4635,7.2369,7.5031,7.35731,7.56079,1.013,-844.6,-857.8,0.0,A,0.00481,False,BJ2018
2MASS J06481331-0539595,3100426561866665216,9.235,9.7087,8.7015,9.8223,9.51977,9.92201,1.051,-2309.0,-2430.4,0.0,A,0.02225,False,BJ2018
SCR J0640-0552,3100542495921276160,6.7544,6.712,6.6692,6.8389,6.69785,6.7274,0.994,-163.4,-162.9,0.0,A,1e-05,False,BJ2018
LFT 495,3101920046552857728,8.2594,8.328,8.195,8.3228,8.31218,8.34511,1.008,110.4,104.4,0.0,A,0.0,False,BJ2018
LFT 494,3101923001490347392,8.3345,8.3126,8.307,8.3613,8.29788,8.32759,0.997,109.7,112.0,0.0,A,0.0,False,BJ2018
HD 45398,3104552174309524096,9.2894,9.2899,8.7231,9.8729,9.08746,9.47921,1.0,-3509.0,-3478.5,0.0,A,0.10552,False,BJ2018
TYC 4803-2067-1,3105369180167265792,7.3562,7.2267,7.1571,7.5696,7.18299,7.27044,0.982,-1132.9,-1119.1,0.0,A,0.00419,False,BJ2018
2MASS J06382965-0211038,3106798751443445376,7.0866,7.2998,6.4605,7.8312,7.13989,7.4828,1.03,-3057.6,-3030.1,0.0,A,0.08575,False,BJ2018
2MASS J06373827-0153401,3106856888120048768,8.5806,8.7926,8.3084,8.859,8.57613,9.07366,1.025,-1365.9,-1391.1,0.0,A,0.0083,False,BJ2018
2MASS J07111120-0235510,3108344527354371712,7.3362,7.1164,6.5865,8.1631,6.99737,7.24537,0.97,-3408.2,-3406.8,0.0,A,0.13675,False,BJ2018
TYC 4817-1589-1,3109918169012481536,9.4558,9.291,9.2635,9.6562,9.25127,9.3352,0.983,-1411.0,-1401.8,0.0,A,0.00626,False,BJ2018
TYC 4801-2476-1,3112431961828990976,3.5689,3.6272,3.1844,3.9762,3.55388,3.71229,1.016,-3871.4,-3893.5,0.0,A,0.02946,False,BJ2018
2MASS J06250326-0229446,3117368043183122816,8.5846,8.504,8.2999,8.8878,8.39307,8.61151,0.991,-979.6,-964.0,0.0,A,0.00157,False,BJ2018
HD 42944,3117919555641532544,7.7457,7.873,7.574,7.9274,7.78548,7.95784,1.016,-1311.4,-1315.3,0.0,B,0.00501,False,BJ2018
2MASS J06201361-0119107,3118490923731431552,9.2812,9.5373,8.7001,9.9346,9.40765,9.67767,1.028,-2640.1,-2720.4,0.0,A,0.04718,False,BJ2018
Gaia DR2 3118526069444386944,3118526069444386944,1.033,0.5185,0.7956,1.2582,0.39989,0.63529,0.502,-3230.7,-3215.3,0.0,B,0.04039,False,BJ2018
TYC 133-1994-1,3120399607197067648,5.173,5.2111,5.0442,5.2942,5.16969,5.25273,1.007,-1886.5,-1905.9,0.0,A,0.01153,False,BJ2018
HD 46164,3120955444685055488,4.0857,4.0545,4.0247,4.1446,4.03694,4.06895,0.992,896.0,896.8,0.0,A,0.00257,False,BJ2018
2MASS J06070465+0008101,3122360036427938944,6.1749,6.3124,6.0452,6.3283,6.16836,6.44293,1.022,-567.3,-573.4,0.0,A,0.0013,False,BJ2018
HD 288510,3124788922039076864,9.8022,9.0684,9.2134,10.4494,8.93592,9.19048,0.925,-4100.4,-4076.6,0.0,A,0.15202,False,BJ2018
HD 288622,3124963954842553600,8.3903,8.2689,8.1611,8.6229,8.20637,8.34893,0.986,-1495.3,-1482.4,0.0,A,0.00894,False,BJ2018
2MASS J06225568+0437330,3125492368959079296,9.0321,9.862,8.5035,9.6178,9.65193,10.09448,1.092,-2498.6,-2671.4,0.0,A,0.02227,False,BJ2018
2MASS J06382716+0300593,3127131637717846016,7.8653,8.3097,7.2577,8.5085,8.14102,8.49307,1.056,-3988.4,-4161.1,0.0,A,0.08306,False,BJ2018
HD 50867,3129765728281334016,2.9291,3.1901,2.7518,3.1042,3.15153,3.23196,1.089,3585.2,3614.7,0.0,A,0.02195,False,BJ2018
TYC 137-651-1,3130361796720861312,5.7598,5.7139,5.4764,6.0541,5.63475,5.78699,0.992,-3620.6,-3604.9,0.0,A,0.05221,False,BJ2018
2MASS J06394000+0403418,3130595206723798400,2.8678,4.5486,2.7012,3.0335,4.38818,4.66699,1.586,-1791.1,-1802.8,0.0,B,0.00687,False,BJ2018
2MASS J06381241+0422535,3130665678546811904,7.9634,7.7776,7.2971,8.7468,7.53866,8.07935,0.977,-1433.1,-1511.5,0.0,B,0.00644,False,BJ2018
8 Mon B,3131481481815806976,9.4875,9.6538,9.2384,9.755,9.58177,9.75327,1.018,-2526.3,-2581.3,0.0,A,0.00381,False,BJ2018
2MASS J06283114+0555271,3132064463496643712,5.6399,5.485,5.3909,5.9258,5.39541,5.59073,0.973,-2517.1,-2505.7,0.0,A,0.01833,False,BJ2018
TYC 187-480-1,3137199217158012160,9.0967,9.0882,8.9869,9.2042,9.06152,9.11661,0.999,-602.9,-601.0,0.0,A,0.0024,False,BJ2018
SAO 115951,3137805185503572096,1.0749,1.1757,1.0207,1.1303,1.1695,1.1836,1.094,-963.9,-964.7,0.0,A,0.00954,False,BJ2018
TYC 186-1397-1,3138382807062940288,3.32,3.2024,3.0028,3.639,3.15463,3.24607,0.965,-3164.8,-3163.8,0.0,A,0.2082,False,BJ2018
Gaia DR3 3140046192059108736,3140046192059108736,8.2711,12.8967,7.6979,8.9597,12.05621,13.61776,1.559,-1154.1,-1299.5,0.0,B,0.01139,False,BJ2018
ATO J108.0884+04.0272,3140208095147298304,9.2158,8.923,8.9358,9.5275,8.84251,8.98432,0.968,-2212.4,-2191.1,0.0,A,0.01707,False,BJ2018
TYC 172-3187-1,3140847323719610752,6.6507,6.7655,6.5052,6.8074,6.72949,6.79394,1.017,-1069.0,-1080.4,0.0,A,0.00229,False,BJ2018
TYC 186-1877-1,3141323549692679680,3.4099,3.4374,3.3136,3.5073,3.4147,3.45969,1.008,-1016.9,-1025.0,0.0,A,0.00495,False,BJ2018
2MASS J08001654+1044384,3147815517317492096,15.549,13.2655,14.3071,16.927,12.73109,13.83211,0.853,-3969.7,-3979.5,0.0,B,0.86208,False,BJ2018
TYC 787-315-1,3151197237126727552,6.2985,5.5933,5.6314,6.9642,5.33361,5.84338,0.888,-4041.8,-3785.9,0.0,B,0.13586,False,BJ2018
2MASS J07134739+0658347,3153205357677821312,6.1358,5.7329,5.5095,6.9211,5.58931,5.86273,0.934,-3631.1,-3568.6,0.0,A,0.15029,False,BJ2018
TYC 174-438-1,3153993604436313728,8.5577,8.6052,8.4172,8.6908,8.50601,8.69065,1.006,2966.5,2950.2,0.0,A,0.04238,False,BJ2018
Gaia DR2 3154610636617646848,3154610636617646848,8.7191,8.125,7.6578,9.9989,7.96453,8.32816,0.932,-2494.5,-2397.3,0.0,A,0.03698,False,BJ2018
2MASS J07162580+1137311,3159988790366316416,6.348,6.4851,6.1964,6.4989,6.44156,6.5227,1.022,-1471.3,-1479.3,0.0,A,0.03348,False,BJ2018
HD 52865,3160614244983433344,9.1369,9.0279,8.9316,9.3498,8.98158,9.07812,0.988,-1817.7,-1790.9,0.0,A,0.02425,False,BJ2018
TYC 757-834-1,3160936195730804480,5.283,8.4624,4.4827,6.3856,7.85703,9.06996,1.602,-3088.5,-3182.6,0.0,B,0.23871,False,BJ2018
GJ 276,3165287719154543232,8.4236,8.4922,8.3621,8.4847,8.47601,8.50829,1.008,-255.1,-256.8,0.0,A,6e-05,False,BJ2018
TYC 1360-2188-1,3165428353563491200,6.2318,5.347,5.583,6.9717,5.12247,5.59772,0.858,-1364.2,-1153.9,0.0,B,0.01898,False,BJ2018
TYC 774-1430-1,3167243166226569984,8.4916,7.7244,7.0701,10.1098,7.54538,7.9117,0.91,-4753.0,-4869.7,0.0,A,0.93369,False,BJ2018
2MASS J04464623-1500255,3173455784877349504,8.2162,8.3065,8.083,8.3499,8.25269,8.36306,1.011,-1446.6,-1451.8,0.0,A,0.05162,False,BJ2018
2MASS J04331165-1338162,3177440518097342208,9.9476,10.0677,9.7123,10.1981,10.00995,10.13432,1.012,-1748.0,-1744.5,0.0,A,0.01386,False,BJ2018
TYC 5320-425-1,3177631730040862464,6.5425,5.1777,6.103,6.976,5.0861,5.27769,0.791,-4809.4,-4835.8,0.0,A,0.84782,False,BJ2018
Gaia DR3 3179257976458757248,3179257976458757248,9.3853,11.1814,8.006,11.1439,10.33866,12.45538,1.191,-1801.3,-1855.2,0.0,B,0.12093,False,BJ2018
2MASS J04294574-1034043,3179408678271391360,9.2532,9.3715,8.8006,9.7308,9.22824,9.52225,1.013,-3146.0,-3193.6,0.0,A,0.52812,False,BJ2018
2MASS J05010635-1234466,3180245642841439488,8.9805,8.8154,8.8194,9.1445,8.73984,8.88136,0.982,-1260.1,-1242.7,0.0,A,0.00923,False,BJ2018
HD 32965,3181961503752885248,9.2857,9.2697,9.2077,9.3658,9.23596,9.31201,0.998,-903.1,-899.8,0.0,A,0.00221,False,BJ2018
2MASS J04383895-0920376,3185424720565159296,3.5515,3.552,3.447,3.6545,3.51782,3.59007,1.0,-2040.7,-2053.3,0.0,A,0.08743,False,BJ2018
2MASS J04055434-0531490,3197490623728850560,2.2899,2.2793,2.0982,2.522,2.21428,2.3528,0.995,-1954.7,-2034.1,0.0,A,0.02153,False,BJ2018
TYC 5314-151-1,3198043132620440448,6.8308,6.7279,6.7211,6.9539,6.70463,6.75375,0.985,-1262.7,-1255.5,0.0,A,0.05253,False,BJ2018
2MASS J04383220-0627383,3200090904306268288,2.9706,3.0467,2.7394,3.2464,2.94218,3.16061,1.026,-1685.7,-1705.0,0.0,B,0.04398,False,BJ2018
HD 28821,3201236698501590272,5.7331,5.7036,5.6853,5.7805,5.68193,5.72487,0.995,-914.6,-911.3,0.0,A,0.00368,False,BJ2018
HD 28074,3202688912845149440,6.0898,6.0933,5.9871,6.1921,6.06328,6.12198,1.001,-2256.3,-2243.5,0.0,A,0.14857,False,BJ2018
HD 27486,3203009214325415424,6.8779,6.8994,6.7272,7.0461,6.85453,6.94747,1.003,-1805.9,-1809.4,0.0,A,0.01276,False,BJ2018
2MASS J04391568-0225280,3205069424237353728,1.8851,1.795,1.7274,2.0378,1.76358,1.82736,0.952,-2575.4,-2613.4,0.0,A,0.17576,False,BJ2018
TYC 4774-377-1,3209409024833339520,5.9316,6.2048,5.6459,6.2206,6.14113,6.27351,1.046,-4388.0,-4334.5,0.0,A,0.62781,False,BJ2018
2MASS J05331732-0519341,3209439673719874304,4.235,3.9262,3.7685,4.7415,3.81525,4.03258,0.927,-3229.7,-3192.9,0.0,A,0.30646,False,BJ2018
GJ 205,3209938366665770752,5.6461,5.652,5.6414,5.6507,5.65035,5.65353,1.001,-12.5,-12.4,0.0,A,0.0,False,BJ2018
SAO 132015,3209947441933983744,9.279,9.2427,9.1687,9.4045,9.21129,9.28433,0.996,-1169.3,-1161.7,0.0,A,0.00216,False,BJ2018
HD 34239,3210312170555686272,8.1946,8.1472,8.1237,8.2618,8.12162,8.173,0.994,-821.0,-820.8,0.0,A,0.00716,False,BJ2018
GJ 204,3210731015768096000,8.8775,8.8569,8.8523,8.9026,8.84706,8.87009,0.998,120.3,120.4,0.0,A,6e-05,False,BJ2018
GJ 183,3211461469444773376,8.1773,8.1785,8.1627,8.1912,8.17033,8.18582,1.0,-58.8,-58.7,0.0,A,1e-05,False,BJ2018
LFT 404,3213958769587525888,8.0999,8.0889,8.0762,8.1229,8.07756,8.09935,0.999,-127.5,-127.6,0.0,A,0.0001,False,BJ2018
Gaia DR3 3215149918639399168,3215149918639399168,9.3789,9.566,9.2077,9.548,9.51051,9.62849,1.02,-2582.5,-2568.8,0.0,A,0.17839,False,BJ2018
HD 290851,3216618969252083200,7.6413,7.5173,7.5267,7.7543,7.48939,7.54179,0.984,-689.6,-687.5,0.0,A,0.00849,False,BJ2018
2MASS J05485623-0156564,3217851723649980160,4.0903,4.0165,4.0121,4.1757,3.98903,4.04215,0.982,-761.7,-756.7,0.0,B,0.00119,False,BJ2018
2MASS J05544770+0105265,3218943126380795904,8.2523,8.1754,7.9361,8.5865,8.04015,8.31238,0.991,-3642.4,-3652.9,0.0,A,0.13149,False,BJ2018
2MASS J05483212+0019363,3219531644273882240,9.0587,9.0571,8.9229,9.202,9.01622,9.09858,1.0,-849.2,-846.1,0.0,A,0.0056,False,BJ2018
2MASS J05243680-0048182,3220567895327137664,5.5906,5.5679,5.4215,5.7662,5.49641,5.63867,0.996,-2187.9,-2172.3,0.0,A,0.06973,False,BJ2018
HD 288194,3222502902649158528,8.9322,8.6652,8.6345,9.2315,8.581,8.74743,0.97,-1899.3,-1926.1,0.0,B,0.09246,False,BJ2018
2MASS J05383959+0133239,3222784308906486016,1.4975,1.9904,0.9188,2.0443,1.92161,2.06091,1.329,-4541.8,-4428.8,0.0,A,0.51955,False,BJ2018
2MASS J05334623+0226437,3223679105213539456,8.5202,8.5447,8.1859,8.8799,8.45881,8.6483,1.003,-1513.1,-1519.5,0.0,A,0.00893,False,BJ2018
2MASS J05385900+0349045,3224259402538186752,7.3092,7.2945,6.6827,7.995,7.17339,7.40963,0.998,-3580.0,-3549.6,0.0,A,0.04493,False,BJ2018
2MASS J04483680-0235334,3225916611376202496,5.5811,5.5398,5.1929,5.9748,4.99349,6.02968,0.993,-3239.7,-3296.9,0.0,A,0.18154,False,BJ2018
2MASS J04422231-0058199,3229326471812553984,5.5797,5.1046,5.2871,5.8796,5.00693,5.195,0.915,-3652.9,-3627.8,0.0,A,0.42232,False,BJ2018
StKM 1-504,3229561183184656768,5.751,5.5904,5.5482,5.9606,5.52717,5.65819,0.972,-3189.5,-3118.5,0.0,A,0.09851,False,BJ2018
HD 29355,3230677874682668672,9.7228,9.7053,9.6137,9.8288,9.66088,9.75573,0.998,-1567.8,-1574.3,0.0,A,0.05498,False,BJ2018
StKM 1-558,3233777569758937216,5.6983,5.6398,5.621,5.7804,5.61436,5.66489,0.99,-1149.4,-1138.3,0.0,A,0.01505,False,BJ2018
TYC 106-954-1,3239396314696243456,2.1864,2.3511,2.081,2.2953,2.33324,2.37019,1.075,-2010.2,-2050.2,0.0,A,0.01049,False,BJ2018
StKM 1-554,3240424426786618624,1.3081,1.2856,1.2838,1.3315,1.27931,1.29217,0.983,-551.2,-551.9,0.0,A,0.00167,False,BJ2018
SAO 112482,3240717962031497728,2.7777,7.1586,2.5476,3.0451,4.90196,11.3295,2.577,-1232.0,-2945.1,0.102,A,0.16864,False,BJ2018
HD 240984,3241592932768900096,6.4325,6.462,6.3374,6.5244,6.43103,6.49591,1.005,-1083.5,-1079.0,0.0,A,0.01128,False,BJ2018
GJ 156,3244915072792668416,8.4206,8.3553,8.3878,8.4533,8.34243,8.36866,0.992,-176.9,-176.4,0.0,A,0.00018,False,BJ2018
2MASS J03562459+0214343,3258349245161406080,5.9278,6.4377,4.21,7.5302,5.19563,18.95756,1.086,3364.0,3567.3,0.227,A,0.52376,False,BJ2018
2MASS J04090205+0245383,3260079227925564160,0.8237,0.8348,0.7983,0.8488,0.8244,0.84421,1.013,908.5,930.6,0.0,B,0.00814,False,BJ2018
2MASS J03312113+0041341,3264830492545600896,10.0531,9.9685,9.7826,10.3469,9.86726,10.06302,0.992,2042.9,2030.6,0.0,A,0.0679,False,BJ2018
TYC 4707-490-1,3266255871932004736,2.4826,2.4688,2.3358,2.639,2.43775,2.50202,0.994,-2765.1,-2801.7,0.0,A,0.26598,False,BJ2018
StKM 1-385,3274130814728561792,2.3427,2.3968,2.2329,2.4641,2.3664,2.42438,1.023,-2370.7,-2327.7,0.0,A,0.06416,False,BJ2018
TYC 86-509-1,3279634450245227008,8.7504,3.828,5.0193,25.7315,3.39543,4.43356,0.437,-3263.7,-1652.3,0.0,B,0.1144,False,BJ2018
HIP 19946,3283466836680393472,6.0946,6.0918,5.9556,6.2267,6.06118,6.12113,1.0,-902.7,-897.5,0.0,A,0.0195,False,BJ2018
TYC 94-1074-1,3286019486066426112,1.5532,1.4407,1.5082,1.5984,1.42741,1.45528,0.928,-1070.5,-1073.6,0.0,A,0.03009,False,BJ2018
LSPM J0445+0938,3293037741802934784,8.237,8.208,8.161,8.3113,8.19385,8.22294,0.996,-290.0,-289.5,0.0,A,0.00029,False,BJ2018
HD 286897,3306440204429835648,6.957,7.0713,6.6879,7.2213,7.0085,7.13158,1.016,4470.1,4469.0,0.0,A,0.29156,False,BJ2018
HD 290977,3314948500283223936,8.0011,7.8053,7.5819,8.4357,7.70021,7.90342,0.976,-4088.7,-4061.8,0.0,A,0.08676,False,BJ2018
PM J06083+0205,3315373564607612416,8.5565,8.5823,8.3328,8.7684,8.49645,8.66847,1.003,-471.5,-473.9,0.0,A,0.00035,False,BJ2018
HD 40512,3315967541404032896,8.9701,8.612,7.1434,11.9725,8.23454,9.01188,0.96,-1249.9,-1189.6,0.0,B,0.01727,False,BJ2018
2MASS J05585777+0227511,3315967988080646400,7.6488,8.25,6.6635,8.983,7.88493,8.57814,1.079,-2322.6,-2479.6,0.0,A,0.10266,False,BJ2018
TYC 140-1885-1,3317599903856040960,5.0047,4.3847,4.3366,5.6599,4.18258,4.62478,0.876,-3124.1,-3061.9,0.0,B,0.08095,False,BJ2018
Gaia DR2 3317885158400461952,3317885158400461952,6.0948,6.0454,6.0196,6.1693,5.98844,6.11364,0.992,-260.5,-259.2,0.0,A,0.00022,False,BJ2018
2MASS J06024347+0506274,3318440721012448768,1.8197,1.7722,1.7577,1.8915,1.75486,1.79447,0.974,-768.7,-757.4,0.0,A,0.00111,False,BJ2018
PM J06138+0631,3318870866282755968,8.8697,8.9048,8.7609,8.9807,8.85384,8.93966,1.004,-511.8,-512.4,0.0,A,0.0001,False,BJ2018
HD 42182,3318883274444631296,5.3296,5.2482,5.2877,5.3727,5.23125,5.2606,0.985,-474.1,-471.4,0.0,A,0.00089,False,BJ2018
2MASS J05495923+0351400,3319586682709428224,5.1378,5.1134,5.0384,5.2376,5.05808,5.17854,0.995,989.0,988.8,0.0,A,0.00369,False,BJ2018
TYC 129-887-1,3321048384636560896,8.6047,7.8258,8.4235,8.7964,7.74148,7.90336,0.909,-1960.6,-1914.8,0.0,B,0.01522,False,BJ2018
2MASS J05592381+0529070,3321492278095887744,7.0562,6.7922,6.2547,8.1205,6.48882,7.20263,0.963,-3773.4,-3683.8,0.0,A,0.15163,False,BJ2018
TYC 142-772-1,3321613980289616384,8.0975,8.7934,6.7321,9.6065,8.175,9.43958,1.086,-2518.5,-2593.6,0.0,B,0.02507,False,BJ2018
2MASS J06020415+0720172,3322348827716886272,9.3528,9.5085,9.2308,9.4792,9.47331,9.54826,1.017,-821.3,-829.3,0.0,A,0.00148,False,BJ2018
TYC 717-2563-1,3322431943925983488,7.4683,7.4744,7.2585,7.6967,7.41318,7.54296,1.001,-1691.3,-1709.0,0.0,A,0.00919,False,BJ2018
PM J06027+0848,3323368281154260736,8.0164,8.0586,7.9237,8.1131,7.98127,8.12672,1.005,706.6,707.5,0.0,A,0.00012,False,BJ2018
